100	4950
200	19900
300	44850
400	79800
500	124750
600	179700
700	244650
800	319600
900	404550
1000	499500
1100	604450
1200	719400
1300	844350
1400	979300
1500	1124250
1600	1279200
1700	1444150
1800	1619100
1900	1804050
2000	1999000
2100	2203950
2200	2418900
2300	2643850
2400	2878800
2500	3123750
2600	3378700
2700	3643650
2800	3918600
2900	4203550
3000	4498500
