100	887
200	2853
300	5304
400	9419
500	14445
600	17976
700	22761
800	31463
900	42073
1000	50323
1100	57188
1200	64306
1300	67782
1400	77380
1500	92301
1600	107632
1700	133492
1800	151504
1900	175786
2000	180376
2100	196179
2200	209823
2300	208301
2400	233637
2500	244953
2600	248492
2700	262726
2800	278123
2900	300003
3000	327643
